lsoa_cd,lsoa_nm,lsoa_kmsq,canopy_kmsq,canopy_per,la_cd,la_nm
E01002622,Hounslow 010B,205518,15021.371,7.309,E09000018,Hounslow
E01002623,Hounslow 011C,200817,18437.343,9.181,E09000018,Hounslow
E01002624,Hounslow 017A,222579,16219.734,7.287,E09000018,Hounslow
E01002625,Hounslow 004B,195584,32257.355,16.493,E09000018,Hounslow
E01002626,Hounslow 004C,350264,74704.961,21.328,E09000018,Hounslow
E01002627,Hounslow 004D,124544,22133.634,17.772,E09000018,Hounslow
E01002628,Hounslow 011D,354427,35795.285,10.099,E09000018,Hounslow
E01002629,Hounslow 011E,536743,59430.211,11.072,E09000018,Hounslow
E01002630,Hounslow 012A,235230,20945.935,8.904,E09000018,Hounslow
E01002631,Hounslow 004E,207400,30877.982,14.888,E09000018,Hounslow
E01002632,Hounslow 010C,366954,62821.479,17.12,E09000018,Hounslow
E01002633,Hounslow 005A,989042,68278.419,6.903,E09000018,Hounslow
E01002634,Hounslow 005B,242091,22137.898,9.144,E09000018,Hounslow
E01002635,Hounslow 010D,529951,131560.131,24.825,E09000018,Hounslow
E01002636,Hounslow 010E,209783,16176.769,7.711,E09000018,Hounslow
E01002637,Hounslow 005C,693609,75969.631,10.953,E09000018,Hounslow
E01002638,Hounslow 005D,798320,83486.817,10.458,E09000018,Hounslow
E01002639,Hounslow 012B,191400,19042.965,9.949,E09000018,Hounslow
E01002640,Hounslow 012C,223549,16471.754,7.368,E09000018,Hounslow
E01002641,Hounslow 018A,204018,13093.955,6.418,E09000018,Hounslow
E01002642,Hounslow 015A,263981,18622.948,7.055,E09000018,Hounslow
E01002643,Hounslow 015B,323541,30894.484,9.549,E09000018,Hounslow
E01002645,Hounslow 015C,258765,31447.744,12.153,E09000018,Hounslow
E01002646,Hounslow 017B,144469,11632.063,8.052,E09000018,Hounslow
E01002647,Hounslow 021A,174378,17100.342,9.806,E09000018,Hounslow
E01002648,Hounslow 018C,231805,13149.308,5.673,E09000018,Hounslow
E01002649,Hounslow 018D,204690,27564.752,13.467,E09000018,Hounslow
E01002650,Hounslow 021B,1707410,676739.921,39.635,E09000018,Hounslow
E01002651,Hounslow 021C,131069,15746.549,12.014,E09000018,Hounslow
E01002652,Hounslow 021D,192886,23150.832,12.002,E09000018,Hounslow
E01002653,Hounslow 019A,214865,10138.953,4.719,E09000018,Hounslow
E01002654,Hounslow 019B,425971,33656.901,7.901,E09000018,Hounslow
E01002655,Hounslow 019C,254037,24605.095,9.686,E09000018,Hounslow
E01002656,Hounslow 019D,206698,24384.753,11.797,E09000018,Hounslow
E01002657,Hounslow 018E,232898,27319.345,11.73,E09000018,Hounslow
E01002658,Hounslow 015D,174810,19454.418,11.129,E09000018,Hounslow
E01002659,Hounslow 019E,284146,28495.671,10.029,E09000018,Hounslow
E01002660,Hounslow 016C,268266,21916.665,8.17,E09000018,Hounslow
E01002661,Hounslow 016D,280341,11085.948,3.954,E09000018,Hounslow
E01002662,Hounslow 017C,244808,22267.569,9.096,E09000018,Hounslow
E01002663,Hounslow 017D,172966,18012.367,10.414,E09000018,Hounslow
E01002664,Hounslow 017E,261042,15808.075,6.056,E09000018,Hounslow
E01002665,Hounslow 016E,138879,9180.943,6.611,E09000018,Hounslow
E01002666,Hounslow 021E,254267,22176.883,8.722,E09000018,Hounslow
E01002667,Hounslow 020A,377592,80052.392,21.201,E09000018,Hounslow
E01002668,Hounslow 014A,342867,28108.646,8.198,E09000018,Hounslow
E01002669,Hounslow 014B,308607,24501.98,7.94,E09000018,Hounslow
E01002670,Hounslow 020B,442874,56518.447,12.762,E09000018,Hounslow
E01002671,Hounslow 020C,239768,41263.309,17.21,E09000018,Hounslow
E01002672,Hounslow 020D,263644,28823.828,10.933,E09000018,Hounslow
E01002673,Hounslow 020E,55273.6,3026.832,5.476,E09000018,Hounslow
E01002674,Hounslow 012D,285247,35197.188,12.339,E09000018,Hounslow
E01002675,Hounslow 009A,300744,26981.645,8.972,E09000018,Hounslow
E01002676,Hounslow 012E,952733,108923.741,11.433,E09000018,Hounslow
E01002677,Hounslow 015E,232645,24437.106,10.504,E09000018,Hounslow
E01002678,Hounslow 009B,3694080,695518.428,18.828,E09000018,Hounslow
E01002679,Hounslow 009C,463034,35074.989,7.575,E09000018,Hounslow
E01002680,Hounslow 009D,408876,63329.924,15.489,E09000018,Hounslow
E01002681,Hounslow 014C,310511,31499.759,10.144,E09000018,Hounslow
E01002682,Hounslow 014D,433403,49055.574,11.319,E09000018,Hounslow
E01002683,Hounslow 014E,250754,21570.166,8.602,E09000018,Hounslow
E01002684,Hounslow 006D,396908,55630.433,14.016,E09000018,Hounslow
E01002686,Hounslow 006E,1066200,133668.919,12.537,E09000018,Hounslow
E01002687,Hounslow 029A,176778,37275.072,21.086,E09000018,Hounslow
E01002689,Hounslow 007E,139382,19645.608,14.095,E09000018,Hounslow
E01002690,Hounslow 007F,179892,49211.414,27.356,E09000018,Hounslow
E01002691,Hounslow 029B,509918,60279.286,11.821,E09000018,Hounslow
E01002692,Hounslow 029C,325503,68711.138,21.109,E09000018,Hounslow
E01002693,Hounslow 029D,205272,34687.021,16.898,E09000018,Hounslow
E01002694,Islington 019A,70348.2,14420.344,20.499,E09000019,Islington
E01002695,Islington 021A,118395,13122.601,11.084,E09000019,Islington
E01002696,Islington 020A,148080,20413.497,13.785,E09000019,Islington
E01002697,Islington 019B,111371,20507.802,18.414,E09000019,Islington
E01002698,Islington 017A,109969,23402.538,21.281,E09000019,Islington
E01002699,Islington 017B,91553,17410.373,19.017,E09000019,Islington
E01002700,Islington 017C,179832,56252.377,31.281,E09000019,Islington
E01002701,Islington 023A,82719.5,3733.414,4.513,E09000019,Islington
E01002702,Islington 023B,115698,6975.197,6.029,E09000019,Islington
E01002703,Islington 023C,86012.3,11285.617,13.121,E09000019,Islington
E01002704,Islington 023D,335034,15008.794,4.48,E09000019,Islington
E01002706,Islington 023E,136215,28354.624,20.816,E09000019,Islington
E01002707,Islington 022B,118956,16750.302,14.081,E09000019,Islington
E01002708,Islington 015A,337221,59460.184,17.632,E09000019,Islington
E01002709,Islington 019C,80153.4,15040.923,18.765,E09000019,Islington
E01002710,Islington 019D,139130,34193.916,24.577,E09000019,Islington
E01002711,Islington 021B,151374,20089.933,13.272,E09000019,Islington
E01002712,Islington 015B,114763,15160.299,13.21,E09000019,Islington
E01002713,Islington 015C,143364,19117.653,13.335,E09000019,Islington
E01002714,Islington 017D,114489,38462.458,33.595,E09000019,Islington
E01002715,Islington 019E,57729.4,15081.888,26.125,E09000019,Islington
E01002716,Islington 014A,130676,28368.283,21.709,E09000019,Islington
E01002717,Islington 016A,124328,43940.704,35.343,E09000019,Islington
E01002718,Islington 014B,99223.3,30812.841,31.054,E09000019,Islington
E01002719,Islington 016B,145897,52426.191,35.934,E09000019,Islington
E01002720,Islington 016C,101153,20601.959,20.367,E09000019,Islington
E01002721,Islington 014C,121274,30697.727,25.313,E09000019,Islington
E01002722,Islington 018A,84747.4,20590.789,24.297,E09000019,Islington
E01002723,Islington 022C,102565,20411.618,19.901,E09000019,Islington
E01002724,Islington 022D,264015,20518.099,7.772,E09000019,Islington
E01002725,Islington 022E,61024.5,8546.538,14.005,E09000019,Islington
E01002726,Islington 022F,168573,26843.708,15.924,E09000019,Islington
E01002727,Islington 021C,115862,23878.324,20.609,E09000019,Islington
E01002728,Islington 021D,91039.3,18390.459,20.201,E09000019,Islington
E01002729,Islington 021E,131514,32004.373,24.335,E09000019,Islington
E01002730,Islington 007A,141133,32189.133,22.808,E09000019,Islington
E01002731,Islington 007B,174596,23988.033,13.739,E09000019,Islington
E01002732,Islington 005A,135421,42789.541,31.597,E09000019,Islington
E01002733,Islington 007C,89089.3,19449.502,21.831,E09000019,Islington
E01002734,Islington 005B,117867,17327.199,14.701,E09000019,Islington
E01002735,Islington 003A,108498,17502.167,16.131,E09000019,Islington
E01002736,Islington 005C,73087.9,14810.496,20.264,E09000019,Islington
E01002737,Islington 005D,76769.3,18486.353,24.08,E09000019,Islington
E01002738,Islington 009A,255133,112717.369,44.18,E09000019,Islington
E01002739,Islington 013A,117483,31533.129,26.841,E09000019,Islington
E01002740,Islington 013B,221941,73261.276,33.009,E09000019,Islington
E01002741,Islington 009B,106431,41657.94,39.141,E09000019,Islington
E01002742,Islington 006A,106783,30819.447,28.862,E09000019,Islington
E01002743,Islington 009C,97171.9,32144.419,33.08,E09000019,Islington
E01002744,Islington 009D,98959.2,38992.752,39.403,E09000019,Islington
E01002745,Islington 013C,106685,29490.861,27.643,E09000019,Islington
E01002747,Islington 006B,102741,14352.862,13.97,E09000019,Islington
E01002748,Islington 006C,141246,41200.652,29.169,E09000019,Islington
E01002749,Islington 006D,83273,17395.341,20.89,E09000019,Islington
E01002751,Islington 005E,77718.2,23597.88,30.363,E09000019,Islington
E01002752,Islington 009E,90192,26178.84,29.026,E09000019,Islington
E01002753,Islington 002A,81431.3,17702.959,21.74,E09000019,Islington
E01002754,Islington 002B,123000,30577.123,24.859,E09000019,Islington
E01002755,Islington 001A,98065.7,36853.672,37.581,E09000019,Islington
E01002756,Islington 001B,115300,42665.34,37.004,E09000019,Islington
E01002757,Islington 002C,90997.2,28008.765,30.78,E09000019,Islington
E01002758,Islington 001C,119382,42073.269,35.243,E09000019,Islington
E01002759,Islington 002D,106259,33753.426,31.765,E09000019,Islington
E01002760,Islington 002E,90410.7,19190.583,21.226,E09000019,Islington
E01002762,Islington 011C,160076,47211.198,29.493,E09000019,Islington
E01002763,Islington 007D,98725.7,17931.113,18.163,E09000019,Islington
E01002764,Islington 010A,132627,43706.637,32.955,E09000019,Islington
E01002765,Islington 015D,170811,25936.364,15.184,E09000019,Islington
E01002766,Islington 015E,136714,27923.541,20.425,E09000019,Islington
E01002767,Islington 011D,118835,20234.344,17.027,E09000019,Islington
E01002768,Islington 004A,103799,21461.722,20.676,E09000019,Islington
E01002769,Islington 008A,215169,53284.538,24.764,E09000019,Islington
E01002770,Islington 004B,209680,46506.403,22.18,E09000019,Islington
E01002771,Islington 004C,119779,23472.106,19.596,E09000019,Islington
E01002772,Islington 002F,104020,18661.613,17.94,E09000019,Islington
E01002773,Islington 004D,96632.7,15581.129,16.124,E09000019,Islington
E01002774,Islington 004E,178630,44505.076,24.915,E09000019,Islington
E01002775,Islington 014D,118368,47072.664,39.768,E09000019,Islington
E01002776,Islington 014E,115747,31322.666,27.061,E09000019,Islington
E01002777,Islington 012A,117856,29679.925,25.183,E09000019,Islington
E01002778,Islington 012B,104975,13302.873,12.672,E09000019,Islington
E01002779,Islington 012C,110548,24642.198,22.291,E09000019,Islington
E01002780,Islington 014F,78974.2,20354.079,25.773,E09000019,Islington
E01002781,Islington 012D,91182.5,40228.644,44.119,E09000019,Islington
E01002782,Islington 012E,88212.3,16025.06,18.166,E09000019,Islington
E01002783,Islington 010B,98261.8,29336.031,29.855,E09000019,Islington
E01002784,Islington 010C,129215,35540.182,27.505,E09000019,Islington
E01002785,Islington 008B,142234,34242.58,24.075,E09000019,Islington
E01002786,Islington 010D,108820,18585.284,17.079,E09000019,Islington
E01002787,Islington 010E,110813,21015.791,18.965,E09000019,Islington
E01002788,Islington 008C,122551,33341.605,27.206,E09000019,Islington
E01002789,Islington 008D,133654,42236.367,31.601,E09000019,Islington
E01002790,Islington 016D,78931.5,17426.836,22.078,E09000019,Islington
E01002791,Islington 016E,143425,51372.752,35.819,E09000019,Islington
E01002792,Islington 017E,105314,16895.633,16.043,E09000019,Islington
E01002793,Islington 016F,106585,21391.182,20.07,E09000019,Islington
E01002794,Islington 020B,180628,23920.278,13.243,E09000019,Islington
E01002795,Islington 013D,176050,39908.866,22.669,E09000019,Islington
E01002796,Islington 013E,77947.5,25858.012,33.174,E09000019,Islington
E01002797,Islington 018B,109089,27448.144,25.161,E09000019,Islington
E01002798,Islington 018C,138036,26631.009,19.293,E09000019,Islington
E01002799,Islington 018D,84720.2,16486.698,19.46,E09000019,Islington
E01002800,Islington 018E,81373.9,7692.434,9.453,E09000019,Islington
E01002801,Islington 020C,107008,20245.613,18.92,E09000019,Islington
E01002802,Islington 020D,109917,14274.709,12.987,E09000019,Islington
E01002803,Islington 020E,179613,30560.459,17.015,E09000019,Islington
E01002804,Islington 001D,110084,31335.091,28.465,E09000019,Islington
E01002805,Islington 003B,128023,23998.373,18.745,E09000019,Islington
E01002806,Islington 003C,111804,23524.482,21.041,E09000019,Islington
E01002807,Islington 001E,92191.4,13917.294,15.096,E09000019,Islington
E01002808,Islington 003D,131146,29542.652,22.527,E09000019,Islington
E01002809,Islington 003E,88933.6,18176.871,20.439,E09000019,Islington
E01002810,Islington 003F,82683,13323.711,16.114,E09000019,Islington
E01002811,Islington 001F,102048,33374.396,32.705,E09000019,Islington
E01002812,Kensington and Chelsea 013A,91214.5,10699.865,11.73,E09000020,Kensington and Chelsea
E01002813,Kensington and Chelsea 011A,110632,15267.054,13.8,E09000020,Kensington and Chelsea
E01002814,Kensington and Chelsea 015A,146142,27066.372,18.521,E09000020,Kensington and Chelsea
E01002815,Kensington and Chelsea 011B,64013.4,11572.293,18.078,E09000020,Kensington and Chelsea
E01002816,Kensington and Chelsea 011C,59369.3,3165.829,5.332,E09000020,Kensington and Chelsea
E01002817,Kensington and Chelsea 011D,157328,27514.939,17.489,E09000020,Kensington and Chelsea
E01002818,Kensington and Chelsea 012A,189026,15177.684,8.029,E09000020,Kensington and Chelsea
E01002819,Kensington and Chelsea 012B,214449,22563.173,10.521,E09000020,Kensington and Chelsea
E01002820,Kensington and Chelsea 016A,168814,10035.934,5.945,E09000020,Kensington and Chelsea
E01002821,Kensington and Chelsea 014A,191132,29488.599,15.428,E09000020,Kensington and Chelsea
E01002822,Kensington and Chelsea 016B,111202,22928.959,20.619,E09000020,Kensington and Chelsea
E01002823,Kensington and Chelsea 014B,80372.3,10027.394,12.476,E09000020,Kensington and Chelsea
E01002824,Kensington and Chelsea 008A,151254,40022.554,26.46,E09000020,Kensington and Chelsea
E01002825,Kensington and Chelsea 008B,191740,36930.477,19.261,E09000020,Kensington and Chelsea
E01002826,Kensington and Chelsea 008C,219931,44708.958,20.329,E09000020,Kensington and Chelsea
E01002827,Kensington and Chelsea 008D,252647,64406.344,25.493,E09000020,Kensington and Chelsea
E01002828,Kensington and Chelsea 008E,96209.4,9055.962,9.413,E09000020,Kensington and Chelsea
E01002829,Kensington and Chelsea 004A,57950.2,10150.128,17.515,E09000020,Kensington and Chelsea
E01002830,Kensington and Chelsea 004B,74374.3,11052.168,14.86,E09000020,Kensington and Chelsea
E01002831,Kensington and Chelsea 004C,110492,9543.063,8.637,E09000020,Kensington and Chelsea
E01002832,Kensington and Chelsea 004D,75553.3,9072.667,12.008,E09000020,Kensington and Chelsea
E01002833,Kensington and Chelsea 007A,72434.2,11284.929,15.58,E09000020,Kensington and Chelsea
E01002834,Kensington and Chelsea 013B,62242.5,13652.401,21.934,E09000020,Kensington and Chelsea
E01002835,Kensington and Chelsea 016C,150794,12809.017,8.494,E09000020,Kensington and Chelsea
E01002836,Kensington and Chelsea 016D,72232.2,12233.169,16.936,E09000020,Kensington and Chelsea
E01002837,Kensington and Chelsea 016E,64340.1,6372.408,9.904,E09000020,Kensington and Chelsea
E01002838,Kensington and Chelsea 020A,69442.6,12776.231,18.398,E09000020,Kensington and Chelsea
E01002839,Kensington and Chelsea 013C,63037.8,6228.802,9.881,E09000020,Kensington and Chelsea
E01002840,Kensington and Chelsea 021A,169198,8141.132,4.812,E09000020,Kensington and Chelsea
E01002841,Kensington and Chelsea 021B,133642,3254.275,2.435,E09000020,Kensington and Chelsea
E01002842,Kensington and Chelsea 021C,18362,590.648,3.217,E09000020,Kensington and Chelsea
E01002843,Kensington and Chelsea 021D,67248.5,6440.348,9.577,E09000020,Kensington and Chelsea
E01002844,Kensington and Chelsea 019A,153477,21438.193,13.968,E09000020,Kensington and Chelsea
E01002845,Kensington and Chelsea 019B,70318.7,11389.489,16.197,E09000020,Kensington and Chelsea
E01002846,Kensington and Chelsea 017A,105513,12197.806,11.56,E09000020,Kensington and Chelsea
E01002847,Kensington and Chelsea 015B,72125.2,9783.941,13.565,E09000020,Kensington and Chelsea
E01002848,Kensington and Chelsea 015C,82007.6,13959.493,17.022,E09000020,Kensington and Chelsea
E01002849,Kensington and Chelsea 017B,64964.2,10282.202,15.827,E09000020,Kensington and Chelsea
E01002850,Kensington and Chelsea 013D,74548.5,8469.145,11.361,E09000020,Kensington and Chelsea
E01002851,Kensington and Chelsea 015D,60237.3,4490.058,7.454,E09000020,Kensington and Chelsea
E01002852,Kensington and Chelsea 001A,513550,110584.916,21.533,E09000020,Kensington and Chelsea
E01002853,Kensington and Chelsea 001B,63422.1,6388.906,10.074,E09000020,Kensington and Chelsea
E01002854,Kensington and Chelsea 001C,128557,17089.059,13.293,E09000020,Kensington and Chelsea
E01002855,Kensington and Chelsea 001D,105917,17926.588,16.925,E09000020,Kensington and Chelsea
E01002856,Kensington and Chelsea 004E,77902.9,12683.054,16.281,E09000020,Kensington and Chelsea
E01002857,Kensington and Chelsea 001E,59967.2,9941.862,16.579,E09000020,Kensington and Chelsea
E01002858,Kensington and Chelsea 014C,58724.9,6086.885,10.365,E09000020,Kensington and Chelsea
E01002859,Kensington and Chelsea 012C,128135,8642.995,6.745,E09000020,Kensington and Chelsea
E01002860,Kensington and Chelsea 012D,111243,13819.978,12.423,E09000020,Kensington and Chelsea
E01002861,Kensington and Chelsea 014D,86245.4,6035.014,6.997,E09000020,Kensington and Chelsea
E01002862,Kensington and Chelsea 014E,43948,3149.752,7.167,E09000020,Kensington and Chelsea
E01002863,Kensington and Chelsea 012E,124200,21833.164,17.579,E09000020,Kensington and Chelsea
E01002864,Kensington and Chelsea 009A,297101,97103.531,32.684,E09000020,Kensington and Chelsea
E01002865,Kensington and Chelsea 011E,130956,15517.242,11.849,E09000020,Kensington and Chelsea
E01002866,Kensington and Chelsea 009B,157535,48290.407,30.654,E09000020,Kensington and Chelsea
E01002867,Kensington and Chelsea 009C,105873,20677.137,19.53,E09000020,Kensington and Chelsea
E01002868,Kensington and Chelsea 009D,246031,110076.607,44.741,E09000020,Kensington and Chelsea
E01002869,Kensington and Chelsea 009E,101337,23231.198,22.925,E09000020,Kensington and Chelsea
E01002870,Kensington and Chelsea 005A,126540,28294.65,22.36,E09000020,Kensington and Chelsea
E01002871,Kensington and Chelsea 007B,130717,39719.373,30.386,E09000020,Kensington and Chelsea
